id,Parent Path,complete Name,name,plankton_id,Plankton Breadcrumbs,Level Match?,Plankton Level,parent_id,query
3258,653/3258/,Vehicle Accessories & Apparel / Traffic Control Baton,Traffic Control Baton,3424192,Automotive > Vehicle Accessories & Apparel > Traffic Control Baton,Not Match,3,3424064,update product_category set plankton_id='3424192' where id=3258;
2549,653/2549/,Vehicle Accessories & Apparel / Vehicle Decorative Applique,Vehicle Decorative Applique,7098430802,Automotive > Vehicle Accessories & Apparel > Vehicle Decorative Applique,Not Match,3,3424064,update product_category set plankton_id='7098430802' where id=2549;
3209,653/3209/,Vehicle Accessories & Apparel / Vehicle Floor Mat,Vehicle Floor Mat,7098431672,Automotive > Vehicle Accessories & Apparel > Vehicle Floor Mat,Not Match,3,3424064,update product_category set plankton_id='7098431672' where id=3209;
3224,653/3224/,Vehicle Accessories & Apparel / Vehicle Headlight,Vehicle Headlight,7098427931,Automotive > Vehicle Accessories & Apparel > Vehicle Headlight,Not Match,3,3424064,update product_category set plankton_id='7098427931' where id=3224;
3686,653/3686/,Vehicle Accessories & Apparel / Vehicle Interior Perfume,Vehicle Interior Perfume,9301357980,Automotive > Vehicle Accessories & Apparel > Vehicle Interior Perfume,Not Match,3,3424064,update product_category set plankton_id='9301357980' where id=3686;
2266,653/2266/,Vehicle Accessories & Apparel / Window Film,Window Film,10178826519,Automotive > Vehicle Accessories & Apparel > Window Film,Not Match,3,3424064,update product_category set plankton_id='10178826519' where id=2266;
3646,653/2266/3646/,Vehicle Accessories & Apparel / Window Film / Building Window Film,Building Window Film,10178837301,Automotive > Vehicle Accessories & Apparel > Window Film > Building Window Film,Not Match,4,10178826519,update product_category set plankton_id='10178837301' where id=3646;
2969,653/2266/2969/,Vehicle Accessories & Apparel / Window Film / Car Window Film,Car Window Film,9302027164,Automotive > Vehicle Accessories & Apparel > Window Film > Car Window Film,Not Match,4,10178826519,update product_category set plankton_id='9302027164' where id=2969;
1260,1259/1260/,Vehicle Accessories / Aksesori Otomotif,Aksesori Otomotif,3425193,Automotive > Vehicle Accessories & Apparel > Vehicle Accessories > Aksesori Otomotif,Not Match,4,3423856,update product_category set plankton_id='3425193' where id=1260;
1331,1259/1331/,Vehicle Accessories / Audio Video Mobil,Audio Video Mobil,3424000,Automotive > Vehicle Accessories & Apparel > Vehicle Accessories > Audio Video Mobil,Not Match,4,3423856,update product_category set plankton_id='3424000' where id=1331;
3685,1259/3685/,Vehicle Accessories / Bagasi Mobil,Bagasi Mobil,3424032,Automotive > Vehicle Accessories & Apparel > Vehicle Accessories > Bagasi Mobil,Not Match,4,3423856,update product_category set plankton_id='3424032' where id=3685;
3743,1259/3743/,Vehicle Accessories / Karpet Mobil,Karpet Mobil,3423904,Automotive > Vehicle Accessories & Apparel > Vehicle Accessories > Karpet Mobil,Not Match,4,3423856,update product_category set plankton_id='3423904' where id=3743;
1939,1259/1939/,Vehicle Accessories / Otomotif Smart Control,Otomotif Smart Control,3424048,Automotive > Vehicle Accessories & Apparel > Vehicle Accessories > Otomotif Smart Control,Not Match,4,3423856,update product_category set plankton_id='3424048' where id=1939;
2694,2694/,Vehicle Unit,Vehicle Unit,6829692519,Automotive > Vehicle Unit,Not Match,2,11013455986,update product_category set plankton_id='6829692519' where id=2694;
3944,2694/3944/,Vehicle Unit / Heavy Equipment Vehicle,Heavy Equipment Vehicle,10378364607,Automotive > Vehicle Unit > Heavy Equipment Vehicle,Not Match,3,6829692519,update product_category set plankton_id='10378364607' where id=3944;
2695,2694/2695/,Vehicle Unit / Special Vehicle,Special Vehicle,11013455926,Automotive > Vehicle Unit > Special Vehicle,Not Match,3,6829692519,update product_category set plankton_id='11013455926' where id=2695;
1829,1829/,"Viewfinder, Lcd Screen and Accessory","Viewfinder, Lcd Screen and Accessory",3458366,"Camera and Video > On Camera Accessory > Viewfinder, Lcd Screen and Accessory",Not Match,3,3458334,update product_category set plankton_id='3458366' where id=1829;
1830,1829/1830/,"Viewfinder, Lcd Screen and Accessory / Camera Diopter, Eyecup, Eyepiece","Camera Diopter, Eyecup, Eyepiece",3458446,"Camera and Video > On Camera Accessory > Viewfinder, Lcd Screen and Accessory > Camera Diopter, Eyecup, Eyepiece",Not Match,4,3458366,update product_category set plankton_id='3458446' where id=1830;
2015,1829/2015/,"Viewfinder, Lcd Screen and Accessory / Camera Focusing Screen",Camera Focusing Screen,3458430,"Camera and Video > On Camera Accessory > Viewfinder, Lcd Screen and Accessory > Camera Focusing Screen",Not Match,4,3458366,update product_category set plankton_id='3458430' where id=2015;
3604,1829/3604/,"Viewfinder, Lcd Screen and Accessory / Camera Lcd Hood and Shade",Camera Lcd Hood and Shade,3458398,"Camera and Video > On Camera Accessory > Viewfinder, Lcd Screen and Accessory > Camera Lcd Hood and Shade",Not Match,4,3458366,update product_category set plankton_id='3458398' where id=3604;
2558,1829/2558/,"Viewfinder, Lcd Screen and Accessory / Camera Lcd Screen Protector",Camera Lcd Screen Protector,3458382,"Camera and Video > On Camera Accessory > Viewfinder, Lcd Screen and Accessory > Camera Lcd Screen Protector",Not Match,4,3458366,update product_category set plankton_id='3458382' where id=2558;
2911,1829/2911/,"Viewfinder, Lcd Screen and Accessory / Camera Shutter Button",Camera Shutter Button,3458462,"Camera and Video > On Camera Accessory > Viewfinder, Lcd Screen and Accessory > Camera Shutter Button",Not Match,4,3458366,update product_category set plankton_id='3458462' where id=2911;
3730,1829/3730/,"Viewfinder, Lcd Screen and Accessory / Camera Viewfinder and Anglefinder",Camera Viewfinder and Anglefinder,3458414,"Camera and Video > On Camera Accessory > Viewfinder, Lcd Screen and Accessory > Camera Viewfinder and Anglefinder",Not Match,4,3458366,update product_category set plankton_id='3458414' where id=3730;
1013,1013/,Vinyl Cutter Machines & Accessories,Vinyl Cutter Machines & Accessories,3456571,Printing and Digital Imaging > Vinyl Cutter Machines & Accessories,Not Match,2,3456516,update product_category set plankton_id='3456571' where id=1013;
1763,1013/1763/,Vinyl Cutter Machines & Accessories / Vinyl Cutter - Copam,Vinyl Cutter - Copam,3456603,Printing and Digital Imaging > Vinyl Cutter Machines & Accessories > Vinyl Cutter - Copam,Not Match,3,3456571,update product_category set plankton_id='3456603' where id=1763;
1014,1013/1014/,Vinyl Cutter Machines & Accessories / Vinyl Cutter - Roland,Vinyl Cutter - Roland,3456587,Printing and Digital Imaging > Vinyl Cutter Machines & Accessories > Vinyl Cutter - Roland,Not Match,3,3456571,update product_category set plankton_id='3456587' where id=1014;
2835,1013/2835/,Vinyl Cutter Machines & Accessories / Vinyl Cutter Accessories,Vinyl Cutter Accessories,3456619,Printing and Digital Imaging > Vinyl Cutter Machines & Accessories > Vinyl Cutter Accessories,Not Match,3,3456571,update product_category set plankton_id='3456619' where id=2835;
2844,1013/2844/,Vinyl Cutter Machines & Accessories / Vinyl Cutter Machines,Vinyl Cutter Machines,6678985196,Printing and Digital Imaging > Vinyl Cutter Machines & Accessories > Vinyl Cutter Machines,Not Match,3,3456571,update product_category set plankton_id='6678985196' where id=2844;
4369,4369/,Voucher Fee,Voucher Fee,,,-,-,,
185,185/,Washer Dryer,Washer Dryer,3430143,Peralatan Dapur & Rumah Tangga > Perawatan Pakaian > Washer Dryer,Not Match,3,3430047,update product_category set plankton_id='3430143' where id=185;
186,185/186/,Washer Dryer / Washer Dryer Electric,Washer Dryer Electric,3430175,Peralatan Dapur & Rumah Tangga > Perawatan Pakaian > Washer Dryer > Washer Dryer Electric,Not Match,4,3430143,update product_category set plankton_id='3430175' where id=186;
774,185/774/,Washer Dryer / Washer Dryer Gas,Washer Dryer Gas,3430159,Peralatan Dapur & Rumah Tangga > Perawatan Pakaian > Washer Dryer > Washer Dryer Gas,Not Match,4,3430143,update product_category set plankton_id='3430159' where id=774;
477,477/,Water Dispenser,Water Dispenser,3431144,Peralatan Dapur & Rumah Tangga > Pemanas Air > Water Dispenser,Not Match,3,3431128,update product_category set plankton_id='3431144' where id=477;
528,477/528/,Water Dispenser / Dispenser Desk,Dispenser Desk,3431160,Peralatan Dapur & Rumah Tangga > Pemanas Air > Water Dispenser > Dispenser Desk,Not Match,4,3431144,update product_category set plankton_id='3431160' where id=528;
478,477/478/,Water Dispenser / Dispenser Stand,Dispenser Stand,3431176,Peralatan Dapur & Rumah Tangga > Pemanas Air > Water Dispenser > Dispenser Stand,Not Match,4,3431144,update product_category set plankton_id='3431176' where id=478;
12,12/,Water Heater,Water Heater,3431192,Peralatan Dapur & Rumah Tangga > Pemanas Air > Water Heater,Not Match,3,3431128,update product_category set plankton_id='3431192' where id=12;
2901,12/2901/,Water Heater / Water Heater Gas,Water Heater Gas,3431224,Peralatan Dapur & Rumah Tangga > Pemanas Air > Water Heater > Water Heater Gas,Not Match,4,3431192,update product_category set plankton_id='3431224' where id=2901;
13,12/13/,Water Heater / Water Heater Listrik,Water Heater Listrik,3431208,Peralatan Dapur & Rumah Tangga > Pemanas Air > Water Heater > Water Heater Listrik,Not Match,4,3431192,update product_category set plankton_id='3431208' where id=13;
2240,12/2240/,Water Heater / Water Heater Tenaga Surya,Water Heater Tenaga Surya,3431240,Peralatan Dapur & Rumah Tangga > Pemanas Air > Water Heater > Water Heater Tenaga Surya,Not Match,4,3431192,update product_category set plankton_id='3431240' where id=2240;
1038,1038/,Web Cam,Web Cam,3418017,Aksesoris Gadget & Komputer > Web Conference > Web Cam,Not Match,3,3417953,update product_category set plankton_id='3418017' where id=1038;
2214,1038/2214/,Web Cam / Web Cam Clip-On,Web Cam Clip-On,3418049,Aksesoris Gadget & Komputer > Web Conference > Web Cam > Web Cam Clip-On,Not Match,4,3418017,update product_category set plankton_id='3418049' where id=2214;
1039,1038/1039/,Web Cam / Web Cam Desktop,Web Cam Desktop,3418033,Aksesoris Gadget & Komputer > Web Conference > Web Cam > Web Cam Desktop,Not Match,4,3418017,update product_category set plankton_id='3418033' where id=1039;
1045,1045/,Wheels and Wheel Trims,Wheels and Wheel Trims,6832416576,Automotive > Otomotive Sparepart & Consumeable > Wheels and Wheel Trims,Not Match,3,6829698969,update product_category set plankton_id='6832416576' where id=1045;
1046,1045/1046/,Wheels and Wheel Trims / Automobile Rims or Wheels,Automobile Rims or Wheels,6832613990,Automotive > Otomotive Sparepart & Consumeable > Wheels and Wheel Trims > Automobile Rims or Wheels,Not Match,4,6832416576,update product_category set plankton_id='6832613990' where id=1046;
1394,1393/1394/,Crates / Peti,Peti,7077812045,Material Handling > Containers and Storage > Crates > Peti,Not Match,4,7077811552,update product_category set plankton_id='7077812045' where id=1394;
2978,2978/,Wire Markers and Wire Marking Devices,Wire Markers and Wire Marking Devices,6837263497,"Electrical & Lighting > Wire, Cable & Accesories > Wire Markers and Wire Marking Devices",Not Match,3,6829716921,update product_category set plankton_id='6837263497' where id=2978;
2979,2978/2979/,Wire Markers and Wire Marking Devices / Wire Identification Marker,Wire Identification Marker,6837270237,"Electrical & Lighting > Wire, Cable & Accesories > Wire Markers and Wire Marking Devices > Wire Identification Marker",Not Match,4,6837263497,update product_category set plankton_id='6837270237' where id=2979;
748,748/,"Wire, Cable & Accesories","Wire, Cable & Accesories",6829716921,"Electrical & Lighting > Wire, Cable & Accesories",Not Match,2,11013455983,update product_category set plankton_id='6829716921' where id=748;
749,748/749/,"Wire, Cable & Accesories / Communication Cable Assembly",Communication Cable Assembly,6837153316,"Electrical & Lighting > Wire, Cable & Accesories > Communication Cable Assembly",Not Match,3,6829716921,update product_category set plankton_id='6837153316' where id=749;
982,748/982/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways",Wire Raceways Conduit and Busways,6837279983,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways",Not Match,3,6829716921,update product_category set plankton_id='6837279983' where id=982;
3135,748/982/3135/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways / Cable Tray",Cable Tray,6837391089,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways > Cable Tray",Not Match,4,6837279983,update product_category set plankton_id='6837391089' where id=3135;
2534,748/982/2534/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways / Cable Tray Fitting and Accessories",Cable Tray Fitting and Accessories,6837314235,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways > Cable Tray Fitting and Accessories",Not Match,4,6837279983,update product_category set plankton_id='6837314235' where id=2534;
2906,748/982/2906/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways / Electrical Conduit",Electrical Conduit,6837621310,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways > Electrical Conduit",Not Match,4,6837279983,update product_category set plankton_id='6837621310' where id=2906;
1969,748/982/1969/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways / Wireway",Wireway,6837528186,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways > Wireway",Not Match,4,6837279983,update product_category set plankton_id='6837528186' where id=1969;
1695,748/982/1695/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways / Wireway Fitting and Accessories",Wireway Fitting and Accessories,6837398357,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways > Wireway Fitting and Accessories",Not Match,4,6837279983,update product_category set plankton_id='6837398357' where id=1695;
2257,748/982/2257/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways / Wiring Duct",Wiring Duct,6837540102,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways > Wiring Duct",Not Match,4,6837279983,update product_category set plankton_id='6837540102' where id=2257;
1364,748/982/1364/,"Wire, Cable & Accesories / Wire Raceways Conduit and Busways / Wiring Duct Fitting and Accessories",Wiring Duct Fitting and Accessories,6837547364,"Electrical & Lighting > Wire, Cable & Accesories > Wire Raceways Conduit and Busways > Wiring Duct Fitting and Accessories",Not Match,4,6837279983,update product_category set plankton_id='6837547364' where id=1364;
491,491/,Working Lamp,Working Lamp,,,-,-,,
492,491/492/,Working Lamp / Working Lamp Bulb,Working Lamp Bulb,,,-,-,,
2607,491/2607/,Working Lamp / Working Lamp Fluorescent,Working Lamp Fluorescent,,,-,-,,
3548,491/3548/,Working Lamp / Working Lamp Led,Working Lamp Led,,,-,-,,
2040,2040/,Workstation Mobile,Workstation Mobile,3449898,"Computer, Desktop, Notebook > Workstation > Workstation Mobile",Not Match,3,3449762,update product_category set plankton_id='3449898' where id=2040;
3401,2040/3401/,Workstation Mobile / Workstation Mobile Amd Hexa Core,Workstation Mobile Amd Hexa Core,11013455979,"Computer, Desktop, Notebook > Workstation > Workstation Mobile > Workstation Mobile Amd Hexa Core",Not Match,4,3449898,update product_category set plankton_id='11013455979' where id=3401;
3415,2040/3415/,Workstation Mobile / Workstation Mobile Amd Octa Core,Workstation Mobile Amd Octa Core,11013455980,"Computer, Desktop, Notebook > Workstation > Workstation Mobile > Workstation Mobile Amd Octa Core",Not Match,4,3449898,update product_category set plankton_id='11013455980' where id=3415;
2041,2040/2041/,Workstation Mobile / Workstation Mobile Intel Core I5,Workstation Mobile Intel Core I5,3449930,"Computer, Desktop, Notebook > Workstation > Workstation Mobile > Workstation Mobile Intel Core I5",Not Match,4,3449898,update product_category set plankton_id='3449930' where id=2041;
2049,2040/2049/,Workstation Mobile / Workstation Mobile Intel Core I7,Workstation Mobile Intel Core I7,3449914,"Computer, Desktop, Notebook > Workstation > Workstation Mobile > Workstation Mobile Intel Core I7",Not Match,4,3449898,update product_category set plankton_id='3449914' where id=2049;
2208,2040/2208/,Workstation Mobile / Workstation Mobile Intel Core I9,Workstation Mobile Intel Core I9,8919266935,"Computer, Desktop, Notebook > Workstation > Workstation Mobile > Workstation Mobile Intel Core I9",Not Match,4,3449898,update product_category set plankton_id='8919266935' where id=2208;
4049,2040/4049/,Workstation Mobile / Workstation Mobile Intel Xeon,Workstation Mobile Intel Xeon,17082534,"Computer, Desktop, Notebook > Workstation > Workstation Mobile > Workstation Mobile Intel Xeon",Not Match,4,3449898,update product_category set plankton_id='17082534' where id=4049;
812,812/,Wrenches and Drivers,Wrenches and Drivers,6830280398,Hand Tools > Wrenches and Drivers,Not Match,2,6829461244,update product_category set plankton_id='6830280398' where id=812;
2836,812/2836/,Wrenches and Drivers / Adjustable Wrenches,Adjustable Wrenches,6911669633,Hand Tools > Wrenches and Drivers > Adjustable Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911669633' where id=2836;
3733,812/3733/,Wrenches and Drivers / Box End Wrenches,Box End Wrenches,6911662193,Hand Tools > Wrenches and Drivers > Box End Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911662193' where id=3733;
1905,812/1905/,Wrenches and Drivers / Combination Wrenches,Combination Wrenches,6901516292,Hand Tools > Wrenches and Drivers > Combination Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6901516292' where id=1905;
1475,812/1475/,Wrenches and Drivers / Die Stocks,Die Stocks,6911691122,Hand Tools > Wrenches and Drivers > Die Stocks,Not Match,3,6830280398,update product_category set plankton_id='6911691122' where id=1475;
1828,812/1828/,Wrenches and Drivers / Hex Keys,Hex Keys,6911681150,Hand Tools > Wrenches and Drivers > Hex Keys,Not Match,3,6830280398,update product_category set plankton_id='6911681150' where id=1828;
1781,812/1781/,Wrenches and Drivers / Non Sparking Screwdriver,Non Sparking Screwdriver,6911737100,Hand Tools > Wrenches and Drivers > Non Sparking Screwdriver,Not Match,3,6830280398,update product_category set plankton_id='6911737100' where id=1781;
999,812/999/,Wrenches and Drivers / Offset Socket Wrenches,Offset Socket Wrenches,6911697582,Hand Tools > Wrenches and Drivers > Offset Socket Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911697582' where id=999;
2035,812/2035/,Wrenches and Drivers / Open End Wrenches,Open End Wrenches,6911667370,Hand Tools > Wrenches and Drivers > Open End Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911667370' where id=2035;
4156,812/4156/,Wrenches and Drivers / Pipe Wrenches,Pipe Wrenches,6911677906,Hand Tools > Wrenches and Drivers > Pipe Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911677906' where id=4156;
1041,812/1041/,Wrenches and Drivers / Precision Screwdriver,Precision Screwdriver,6911727952,Hand Tools > Wrenches and Drivers > Precision Screwdriver,Not Match,3,6830280398,update product_category set plankton_id='6911727952' where id=1041;
813,812/813/,Wrenches and Drivers / Pullers,Pullers,6911683909,Hand Tools > Wrenches and Drivers > Pullers,Not Match,3,6830280398,update product_category set plankton_id='6911683909' where id=813;
2319,812/2319/,Wrenches and Drivers / Ratchets,Ratchets,6830973422,Hand Tools > Wrenches and Drivers > Ratchets,Not Match,3,6830280398,update product_category set plankton_id='6830973422' where id=2319;
1469,812/1469/,Wrenches and Drivers / Screwdriver Set,Screwdriver Set,6830977779,Hand Tools > Wrenches and Drivers > Screwdriver Set,Not Match,3,6830280398,update product_category set plankton_id='6830977779' where id=1469;
3522,812/3522/,Wrenches and Drivers / Screwdrivers,Screwdrivers,6911657417,Hand Tools > Wrenches and Drivers > Screwdrivers,Not Match,3,6830280398,update product_category set plankton_id='6911657417' where id=3522;
916,812/916/,Wrenches and Drivers / Socket Sets,Socket Sets,6911659585,Hand Tools > Wrenches and Drivers > Socket Sets,Not Match,3,6830280398,update product_category set plankton_id='6911659585' where id=916;
1315,812/1315/,Wrenches and Drivers / Sockets,Sockets,6911661112,Hand Tools > Wrenches and Drivers > Sockets,Not Match,3,6830280398,update product_category set plankton_id='6911661112' where id=1315;
3030,812/3030/,Wrenches and Drivers / Spanner Wrenches,Spanner Wrenches,6911700943,Hand Tools > Wrenches and Drivers > Spanner Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911700943' where id=3030;
2709,812/2709/,Wrenches and Drivers / Specialty Wrenches,Specialty Wrenches,6830985103,Hand Tools > Wrenches and Drivers > Specialty Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6830985103' where id=2709;
2720,812/2720/,Wrenches and Drivers / Torque Wrenches,Torque Wrenches,6911685974,Hand Tools > Wrenches and Drivers > Torque Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911685974' where id=2720;
914,812/914/,Wrenches and Drivers / Torx Keys,Torx Keys,6911688595,Hand Tools > Wrenches and Drivers > Torx Keys,Not Match,3,6830280398,update product_category set plankton_id='6911688595' where id=914;
1673,812/1673/,Wrenches and Drivers / Tube Wrenches,Tube Wrenches,6911694425,Hand Tools > Wrenches and Drivers > Tube Wrenches,Not Match,3,6830280398,update product_category set plankton_id='6911694425' where id=1673;
3727,812/3727/,Wrenches and Drivers / Wrench Set,Wrench Set,6911723527,Hand Tools > Wrenches and Drivers > Wrench Set,Not Match,3,6830280398,update product_category set plankton_id='6911723527' where id=3727;
4367,4367/,credit card charge,credit card charge,,,-,-,,
2063,692/2063/,Industrial Manufacturing and Processing Machinery and Accessories / Raw Materials Processing Machinery,Raw Materials Processing Machinery,10335156121,Industrial Manufacturing and Processing Machinery and Accessories > Raw Materials Processing Machinery,Match,2,10335149229,update product_category set plankton_id='10335156121' where id=2063;
1628,692/1628/,Industrial Manufacturing and Processing Machinery and Accessories / Metal Machinery and Accessories,Metal Machinery and Accessories,10335179959,Industrial Manufacturing and Processing Machinery and Accessories > Metal Machinery and Accessories,Match,2,10335149229,update product_category set plankton_id='10335179959' where id=1628;
693,692/693/,Industrial Manufacturing and Processing Machinery and Accessories / Industrial Food and Beverage Equipment,Industrial Food and Beverage Equipment,10335183368,Industrial Manufacturing and Processing Machinery and Accessories > Industrial Food and Beverage Equipment,Match,2,10335149229,update product_category set plankton_id='10335183368' where id=693;
3215,692/3215/,Industrial Manufacturing and Processing Machinery and Accessories / Mass Transfer Equipment,Mass Transfer Equipment,10335191721,Industrial Manufacturing and Processing Machinery and Accessories > Mass Transfer Equipment,Match,2,10335149229,update product_category set plankton_id='10335191721' where id=3215;
2418,1117/1118/2418/,Fashion & Busana Pria / Busana Muslim Pria / Baju Koko Pria,Baju Koko Pria,3434913,Fashion & Busana Pria > Busana Muslim Pria > Baju Koko Pria,Match,3,3434898,update product_category set plankton_id='3434913' where id=2418;
3268,1117/1118/3268/,Fashion & Busana Pria / Busana Muslim Pria / Peci / Songkok,Peci / Songkok,3434945,Fashion & Busana Pria > Busana Muslim Pria > Peci / Songkok,Match,3,3434898,update product_category set plankton_id='3434945' where id=3268;
184,183/184/,"Computer, Desktop, Notebook / Notebook and Desktop Option",Notebook and Desktop Option,3449946,"Computer, Desktop, Notebook > Notebook and Desktop Option",Match,2,3449754,update product_category set plankton_id='3449946' where id=184;
1874,183/1874/,"Computer, Desktop, Notebook / Workstation",Workstation,3449762,"Computer, Desktop, Notebook > Workstation",Match,2,3449754,update product_category set plankton_id='3449762' where id=1874;
905,183/184/905/,"Computer, Desktop, Notebook / Notebook and Desktop Option / Client Software App",Client Software App,3450122,"Computer, Desktop, Notebook > Notebook and Desktop Option > Client Software App",Match,3,3449946,update product_category set plankton_id='3450122' where id=905;
3120,183/1973/3120/,"Computer, Desktop, Notebook / Internal Computer, Notebook / Dump Computer / Notebook / Desktop / Option",Dump Computer / Notebook / Desktop / Option,3451443,"Computer, Desktop, Notebook > Internal Computer, Notebook > Dump Computer / Notebook / Desktop / Option",Match,3,3451427,update product_category set plankton_id='3451443' where id=3120;
4022,183/1973/4022/,"Computer, Desktop, Notebook / Internal Computer, Notebook / Merchandise Vdr Computer / Notebookoption / Gadget",Merchandise Vdr Computer / Notebookoption / Gadget,3451459,"Computer, Desktop, Notebook > Internal Computer, Notebook > Merchandise Vdr Computer / Notebookoption / Gadget",Match,3,3451427,update product_category set plankton_id='3451459' where id=4022;
2522,183/184/905/2522/,"Computer, Desktop, Notebook / Notebook and Desktop Option / Client Software App / Client Software Windows Os Oem",Client Software Windows Os Oem,3450138,"Computer, Desktop, Notebook > Notebook and Desktop Option > Client Software App > Client Software Windows Os Oem",Match,4,3450122,update product_category set plankton_id='3450138' where id=2522;
1782,1117/1118/1782/,Fashion & Busana Pria / Busana Muslim Pria / Sarung,Sarung,3434929,Fashion & Busana Pria > Busana Muslim Pria > Sarung,Match,3,3434898,update product_category set plankton_id='3434929' where id=1782;
3654,1117/3474/3654/,Fashion & Busana Pria / Pakaian Pria / Baju Setelan Pria,Baju Setelan Pria,3436298,Fashion & Busana Pria > Pakaian Pria > Baju Setelan Pria,Match,3,3436170,update product_category set plankton_id='3436298' where id=3654;
459,1117/459/,Fashion & Busana Pria / Sepatu Pria,Sepatu Pria,3435514,Fashion & Busana Pria > Sepatu Pria,Match,2,3434890,update product_category set plankton_id='3435514' where id=459;
1641,1117/459/1641/,Fashion & Busana Pria / Sepatu Pria / Kaos Kaki Pria,Kaos Kaki Pria,3435562,Fashion & Busana Pria > Sepatu Pria > Kaos Kaki Pria,Match,3,3435514,update product_category set plankton_id='3435562' where id=1641;
2647,1117/459/2647/,Fashion & Busana Pria / Sepatu Pria / Loafer dan Slip On Pria,Loafer dan Slip On Pria,3435530,Fashion & Busana Pria > Sepatu Pria > Loafer dan Slip On Pria,Match,3,3435514,update product_category set plankton_id='3435530' where id=2647;
3563,1117/459/3563/,Fashion & Busana Pria / Sepatu Pria / Mules dan Clogs Pria,Mules dan Clogs Pria,3435930,Fashion & Busana Pria > Sepatu Pria > Mules dan Clogs Pria,Match,3,3435514,update product_category set plankton_id='3435930' where id=3563;
460,1117/459/460/,Fashion & Busana Pria / Sepatu Pria / Sepatu Kerja Formal Pria,Sepatu Kerja Formal Pria,3435706,Fashion & Busana Pria > Sepatu Pria > Sepatu Kerja Formal Pria,Match,3,3435514,update product_category set plankton_id='3435706' where id=460;
2731,1117/459/1641/2731/,Fashion & Busana Pria / Sepatu Pria / Kaos Kaki Pria / Kaos Kaki Casual Pria,Kaos Kaki Casual Pria,3435610,Fashion & Busana Pria > Sepatu Pria > Kaos Kaki Pria > Kaos Kaki Casual Pria,Match,4,3435562,update product_category set plankton_id='3435610' where id=2731;
4265,1117/459/1641/4265/,Fashion & Busana Pria / Sepatu Pria / Kaos Kaki Pria / Kaos Kaki Kerja Pria,Kaos Kaki Kerja Pria,3435594,Fashion & Busana Pria > Sepatu Pria > Kaos Kaki Pria > Kaos Kaki Kerja Pria,Match,4,3435562,update product_category set plankton_id='3435594' where id=4265;
3573,1117/459/1641/3573/,Fashion & Busana Pria / Sepatu Pria / Kaos Kaki Pria / Kaos Kaki Olahraga Pria,Kaos Kaki Olahraga Pria,3435578,Fashion & Busana Pria > Sepatu Pria > Kaos Kaki Pria > Kaos Kaki Olahraga Pria,Match,4,3435562,update product_category set plankton_id='3435578' where id=3573;
1338,1117/459/1338/,Fashion & Busana Pria / Sepatu Pria / Sneakers Pria,Sneakers Pria,3435546,Fashion & Busana Pria > Sepatu Pria > Sneakers Pria,Match,3,3435514,update product_category set plankton_id='3435546' where id=1338;
2651,183/2651/,"Computer, Desktop, Notebook / Komputer / Pc / Desktop",Komputer / Pc / Desktop,3450890,"Computer, Desktop, Notebook > Komputer / Pc / Desktop",Match,2,3449754,update product_category set plankton_id='3450890' where id=2651;
4509,183/2651/112/4509/,"Computer, Desktop, Notebook / Komputer / Pc / Desktop / Desktop All in One / Aio / Desktop All in One Apple M1",Desktop All in One Apple M1,,,-,-,,
866,866/,Aksesoris Gadget & Komputer,Aksesoris Gadget & Komputer,3415416,Aksesoris Gadget & Komputer,Match,1,,update product_category set plankton_id='3415416' where id=866;
2479,866/2479/,Aksesoris Gadget & Komputer / Cable / Connector,Cable / Connector,3416824,Aksesoris Gadget & Komputer > Cable / Connector,Match,2,3415416,update product_category set plankton_id='3416824' where id=2479;
867,866/867/,Aksesoris Gadget & Komputer / Component Accessory,Component Accessory,3415816,Aksesoris Gadget & Komputer > Component Accessory,Match,2,3415416,update product_category set plankton_id='3415816' where id=867;
